"column","variable","label","value_labels","class","type","n_na","range"
"530","v7_want_water","Visit 7 - How much do you want to drink water right now?","NULL","numeric","double","25","c(0, 100)"
"531","v7_want_brownies","Visit 7 - How much do you want to eat brownies right now?","NULL","numeric","double","22","c(0, 100)"
"532","v7_want_applesauce","Visit 7 - How much do you want to eat applesauce right now?","NULL","numeric","double","22","c(0, 100)"
"533","v7_want_carrots","Visit 7 - How much do you want to eat carrots right now?","NULL","numeric","double","22","c(0, 100)"
"534","v7_want_cars","Visit 7 - How much do you want to play with cars right now?","NULL","numeric","double","22","c(0, 100)"
"535","v7_want_cheese","Visit 7 - How much do you want to eat a cheese sandwich right now?","NULL","numeric","double","22","c(0, 100)"
"536","v7_want_cookies","Visit 7 - How much do you want to eat cookies right now?","NULL","numeric","double","22","c(0, 100)"
"537","v7_want_cornchip","Visit 7 - How much do you want to eat corn chips right now?","NULL","numeric","double","22","c(0, 100)"
"538","v7_want_toy","Visit 7 - How much do you want to play with this toy right now?","NULL","numeric","double","22","c(0, 100)"
"539","v7_want_connect4","Visit 7 - How much do you want to play Connect 4 right now?","NULL","numeric","double","22","c(0, 100)"
"540","v7_want_crayons","Visit 7 - How much do you want to play with crayons and paper right now?","NULL","numeric","double","22","c(0, 100)"
"541","v7_want_ham","Visit 7 - How much do you want to eat a ham and cheese sandwich right now?","NULL","numeric","double","22","c(0, 100)"
"542","v7_want_dino","Visit 7 - How much do you want to play with a dinosaur right now?","NULL","numeric","double","22","c(0, 100)"
"543","v7_want_hershey","Visit 7 - How much do you want to eat Hershey kisses right now?","NULL","numeric","double","22","c(0, 100)"
"544","v7_want_icecream","Visit 7 - How much do you want to eat ice cream right now?","NULL","numeric","double","22","c(0, 100)"
"545","v7_want_jenga","Visit 7 - How much do you want to play Jenga right now?","NULL","numeric","double","22","c(0, 100)"
"546","v7_want_legos","Visit 7 - How much do you want to play with legos right now?","NULL","numeric","double","22","c(0, 100)"
"547","v7_want_elephant","Visit 7 - How much do you want to play with an elephant right now?","NULL","numeric","double","22","c(0, 100)"
"548","v7_want_oreos","Visit 7 - How much do you want to eat oreos right now?","NULL","numeric","double","22","c(0, 100)"
"549","v7_want_pbj_sndwch","Visit 7 - How much do you want to eat a PBJ sandwich right now?","NULL","numeric","double","22","c(0, 100)"
"550","v7_want_popcorn","Visit 7 - How much do you want to eat popcorn right now?","NULL","numeric","double","22","c(0, 100)"
"551","v7_want_chips","Visit 7 - How much do you want to eat chips right now?","NULL","numeric","double","22","c(0, 100)"
"552","v7_want_pretzels","Visit 7 - How much do you want to eat pretzels right now?","NULL","numeric","double","22","c(0, 100)"
"553","v7_want_skittles","Visit 7 - How much do you want to eat skittles right now?","NULL","numeric","double","22","c(0, 100)"
"554","v7_want_trains","Visit 7 - How much do you want to play with trains right now?","NULL","numeric","double","22","c(0, 100)"
"555","v7_want_trucks","Visit 7 - How much do you want to play with trucks right now?","NULL","numeric","double","22","c(0, 100)"
"556","v7_want_starbursts","Visit 7 - How much do you want to eat starbursts right now?","NULL","numeric","double","22","c(0, 100)"
"557","v7_want_turkey_sndwch","Visit 7 - How much do you want to eat a turkey and cheese sandwich right now?","NULL","numeric","double","22","c(0, 100)"
"558","v7_rank_mac_cheese","Visit 7 - Ranking - Macaroni and cheese","NULL","numeric","double","68","c(1, 4)"
"559","v7_rank_chkn_nug","Visit 7 - Ranking - Chicken nugget","NULL","numeric","double","68","c(1, 4)"
"560","v7_rank_broccoli","Visit 7 - Ranking - Broccoli","NULL","numeric","double","68","c(1, 4)"
"561","v7_rank_grape","Visit 7 - Ranking - Grapes","NULL","numeric","double","68","c(1, 4)"
"562","ps1_date","Portion Size 1: date from participant contacts databases ('verified_visit_dates*.csv) converted to format yyyy-mm-dd in R. If no date in database, uses start_date metadata from qualtrics","NULL","character","character","3","c(""2018-02-14"", ""2022-06-24"")"
"563","ps1_freddy_pre_meal","Portion Size 1: Freddy Score - Pre-Meal","NULL","numeric","double","3","c(0, 148)"
"564","ps1_freddy_post_meal","Portion Size 1: Freddy Score - Post-Meal","NULL","numeric","double","3","c(0, 150)"
"565","ps1_vas_mac_cheese","Portion Size 1: VAS Macaroni and Cheese","NULL","numeric","double","3","c(1, 5)"
"566","ps1_vas_chkn_nug","Portion Size 1: VAS Chicken Nugget","NULL","numeric","double","3","c(1, 5)"
"567","ps1_vas_broccoli","Portion Size 1: VAS Broccoli","NULL","numeric","double","3","c(1, 5)"
"568","ps1_vas_grape","Portion Size 1: VAS Grape","NULL","numeric","double","3","c(1, 5)"
"569","ps1_vas_water","Portion Size 1: VAS Water","NULL","numeric","double","3","c(2, 5)"
"570","ps1_rank_mac_cheese","Portion Size 1: Ranking - Macaroni and cheese","NULL","numeric","double","40","c(1, 4)"
"571","ps1_rank_chkn_nug","Portion Size 1: Ranking - Chicken nugget","NULL","numeric","double","40","c(1, 4)"
"572","ps1_rank_broccoli","Portion Size 1: Ranking - Broccoli","NULL","numeric","double","40","c(1, 4)"
"573","ps1_rank_grape","Portion Size 1: Ranking - Grapes","NULL","numeric","double","40","c(1, 4)"
"574","ps1_meal_start","Portion Size 1: Meal Start Time","NULL","character","character","3","c(""1:08"", ""6:29"")"
"575","ps1_meal_end","Portion Size 1: Meal End Time","NULL","character","character","3","c("" 12:36"", ""6:44"")"
"576","ps1_meal_dur","Portion Size 1: Meal Duration","NULL","numeric","double","3","c(1, 30)"
"577","ps1_noplate_chkn_nug_g","Portion Size 1: Chicken Nugget: Pre-Weight w/o Plate","NULL","numeric","double","3","c(93.11, 114.7)"
"578","ps1_plate_chkn_nug_g","Portion Size 1: Chicken Nuggets: Pre-Weight w/ Plate","NULL","numeric","double","3","c(244.66, 464.45)"
"579","ps1_post_chkn_nug_g","Portion Size 1: Chicken Nuggets: Post-Weight","NULL","numeric","double","3","c(228.2, 464.45)"
"580","ps1_consumed_chkn_nug_g","Portion Size 1: Chicken Nuggets: Amount Consumed - recalcuated difference in R with values < 0 set to 0","NULL","numeric","double","3","c(0, 113.6)"
"581","ps1_consumed_chkn_nug_kcal","Portion Size 1: ps_meal chkn_nug: Amount Consumed kcal - calculated in R","NULL","numeric","double","3","c(0, 284)"
"582","ps1_noplate_mac_cheese_g","Portion Size 1: Mac and Cheese: Pre-Weight w/o Plate","NULL","numeric","double","3","c(269.85, 273.4)"
"583","ps1_plate_mac_cheese_g","Portion Size 1: Mac and Cheese: Pre-Weight w/ Plate","NULL","numeric","double","3","c(591.66, 628.45)"
"584","ps1_post_mac_cheese_g","Portion Size 1: Mac and Cheese: Post-Weight","NULL","numeric","double","3","c(328.54, 624.4)"
"585","ps1_consumed_mac_cheese_g","Portion Size 1: Mac and Cheese: Amount Consumed - recalcuated difference in R with values < 0 set to 0","NULL","numeric","double","3","c(2.75999999999999, 271.27)"
"586","ps1_consumed_mac_cheese_kcal","Portion Size 1: ps_meal mac_cheese: Amount Consumed kcal - calculated in R","NULL","numeric","double","3","c(4.69199999999998, 461.159)"
"587","ps1_noplate_grapes_g","Portion Size 1: Grapes: Pre-Weight w/o Bowl","NULL","numeric","double","3","c(198.29, 207.73)"
"588","ps1_plate_grapes_g","Portion Size 1: Grapes: Pre-Weight w/ Bowl","NULL","numeric","double","3","c(359.22, 530.89)"
"589","ps1_post_grapes_g","Portion Size 1: Grapes: Post-Weight","NULL","numeric","double","3","c(165.68, 449.26)"
"590","ps1_consumed_grapes_g","Portion Size 1: Grapes: Amount Consumed - recalcuated difference in R with values < 0 set to 0","NULL","numeric","double","3","c(0, 204.55)"
"591","ps1_consumed_grapes_kcal","Portion Size 1: ps_meal grapes: Amount Consumed kcal - calculated in R","NULL","numeric","double","3","c(0, 142.16225)"
"592","ps1_noplate_broccoli_g","Portion Size 1: Broccoli: Pre-Weight w/o Bowl","NULL","numeric","double","3","c(177.87, 193.74)"
"593","ps1_plate_broccoli_g","Portion Size 1: Broccoli: Pre-Weight w/ Bowl","NULL","numeric","double","3","c(341.11, 535.31)"
"594","ps1_post_broccoli_g","Portion Size 1: Broccoli: Post-Weight","NULL","numeric","double","3","c(164.75, 495.85)"
"595","ps1_consumed_broccoli_g","Portion Size 1: Broccoli: Amount Consumed - recalcuated difference in R with values < 0 set to 0","NULL","numeric","double","3","c(0, 196.47)"
"596","ps1_consumed_broccoli_kcal","Portion Size 1: ps_meal broccoli: Amount Consumed kcal - calculated in R","NULL","numeric","double","3","c(0, 197.05941)"
"597","ps1_noplate_ketchup_g","Portion Size 1: Ketchup: Pre-Weight of Container","NULL","numeric","double","3","c(47.46, 50.31)"
"598","ps1_plate_ketchup_g","Portion Size 1: Ketchup: Pre-Weight of Ketchup w/ Container","NULL","numeric","double","3","c(49.29, 53.67)"
"599","ps1_post_ketchup_g","Portion Size 1: Ketchup: Post-Weight","NULL","numeric","double","3","c(4.23, 52.24)"
"600","ps1_consumed_ketchup_g","Portion Size 1: Ketchup: Amount Consumed - recalcuated difference in R with values < 0 set to 0","NULL","numeric","double","3","c(0, 48.02)"
"601","ps1_consumed_ketchup_kcal","Portion Size 1: ps_meal ketchup: Amount Consumed kcal - calculated in R","NULL","numeric","double","3","c(0, 56.03934)"
"602","ps1_noplate_water_g","Portion Size 1: Water: Pre-Weight of Container","NULL","numeric","double","3","c(217.15, 285.41)"
"603","ps1_plate_water_g","Portion Size 1: Water: Pre-Weight of Water w/ Container","NULL","numeric","double","3","c(262.91, 327.34)"
"604","ps1_post_water_g","Portion Size 1: Water: Post-Weight","NULL","numeric","double","3","c(43.27, 326.24)"
"605","ps1_consumed_water_g","Portion Size 1: Water: Amount Consumed - recalcuated difference in R with values < 0 set to 0","NULL","numeric","double","3","c(0, 264.49)"
"606","ps1_total_g","Portion Size 1: ps_meal Total: Amount Consumed g - calculated in R. Set to NA if not all foods had available data","NULL","numeric","double","3","c(29.87, 798.05)"
"607","ps1_total_kcal","Portion Size 1: ps_meal Total: Amount Consumed kcal - calculated in R. Set to NA if not all foods had available data","NULL","numeric","double","3","c(16.28873, 999.42706)"
"608","ps2_date","Portion Size 2: date from participant contacts databases ('verified_visit_dates*.csv) converted to format yyyy-mm-dd in R. If no date in database, uses start_date metadata from qualtrics","NULL","character","character","5","c(""2018-03-02"", ""2022-06-17"")"
"609","ps2_freddy_pre_meal","Portion Size 2: Freddy Score - Pre-Meal","NULL","numeric","double","5","c(0, 139)"
"610","ps2_freddy_post_meal","Portion Size 2: Freddy Score - Post-Meal","NULL","numeric","double","6","c(1, 150)"
"611","ps2_vas_mac_cheese","Portion Size 2: VAS Macaroni and Cheese","NULL","numeric","double","5","c(1, 5)"
"612","ps2_vas_chkn_nug","Portion Size 2: VAS Chicken Nugget","NULL","numeric","double","5","c(1, 5)"
"613","ps2_vas_broccoli","Portion Size 2: VAS Broccoli","NULL","numeric","double","5","c(1, 5)"
"614","ps2_vas_grape","Portion Size 2: VAS Grape","NULL","numeric","double","5","c(1, 5)"
"615","ps2_vas_water","Portion Size 2: VAS Water","NULL","numeric","double","5","c(1, 5)"
"616","ps2_rank_mac_cheese","Portion Size 2: Ranking - Macaroni and cheese","NULL","numeric","double","42","c(1, 4)"
"617","ps2_rank_chkn_nug","Portion Size 2: Ranking - Chicken nugget","NULL","numeric","double","42","c(1, 4)"
"618","ps2_rank_broccoli","Portion Size 2: Ranking - Broccoli","NULL","numeric","double","42","c(1, 4)"
"619","ps2_rank_grape","Portion Size 2: Ranking - Grapes","NULL","numeric","double","42","c(1, 4)"
"620","ps2_meal_start","Portion Size 2: Meal Start Time","NULL","character","character","5","c(""04.09"", ""6:41"")"
"621","ps2_meal_end","Portion Size 2: Meal End Time","NULL","character","character","5","c("" 5:30"", ""7:11"")"
"622","ps2_meal_dur","Portion Size 2: Meal Duration","NULL","numeric","double","5","c(1, 30)"
"623","ps2_noplate_chkn_nug_g","Portion Size 2: Chicken Nugget: Pre-Weight w/o Plate","NULL","numeric","double","5","c(127.46, 148.97)"
"624","ps2_plate_chkn_nug_g","Portion Size 2: Chicken Nuggets: Pre-Weight w/ Plate","NULL","numeric","double","5","c(290.57, 499.89)"
"625","ps2_post_chkn_nug_g","Portion Size 2: Chicken Nuggets: Post-Weight","NULL","numeric","double","5","c(144.52, 487.76)"
"626","ps2_consumed_chkn_nug_g","Portion Size 2: Chicken Nuggets: Amount Consumed - recalcuated difference in R with values < 0 set to 0","NULL","numeric","double","5","c(0, 148.81)"
"627","ps2_consumed_chkn_nug_kcal","Portion Size 2: ps_meal chkn_nug: Amount Consumed kcal - calculated in R","NULL","numeric","double","5","c(0, 372.025)"
"628","ps2_noplate_mac_cheese_g","Portion Size 2: Mac and Cheese: Pre-Weight w/o Plate","NULL","numeric","double","5","c(350.75, 352.96)"
"629","ps2_plate_mac_cheese_g","Portion Size 2: Mac and Cheese: Pre-Weight w/ Plate","NULL","numeric","double","5","c(668.7, 703.32)"
"630","ps2_post_mac_cheese_g","Portion Size 2: Mac and Cheese: Post-Weight","NULL","numeric","double","5","c(335.72, 699.87)"
"631","ps2_consumed_mac_cheese_g","Portion Size 2: Mac and Cheese: Amount Consumed - recalcuated difference in R with values < 0 set to 0","NULL","numeric","double","5","c(0, 350.78)"
"632","ps2_consumed_mac_cheese_kcal","Portion Size 2: ps_meal mac_cheese: Amount Consumed kcal - calculated in R","NULL","numeric","double","5","c(0, 596.326)"
"633","ps2_noplate_grapes_g","Portion Size 2: Grapes: Pre-Weight w/o Bowl","NULL","numeric","double","5","c(264.05, 272.08)"
"634","ps2_plate_grapes_g","Portion Size 2: Grapes: Pre-Weight w/ Bowl","NULL","numeric","double","5","c(430.06, 470.81)"
"635","ps2_post_grapes_g","Portion Size 2: Grapes: Post-Weight","NULL","numeric","double","5","c(179.37, 448.99)"
"636","ps2_consumed_grapes_g","Portion Size 2: Grapes: Amount Consumed - recalcuated difference in R with values < 0 set to 0","NULL","numeric","double","5","c(0.00999999999999091, 268.93)"
"637","ps2_consumed_grapes_kcal","Portion Size 2: ps_meal grapes: Amount Consumed kcal - calculated in R","NULL","numeric","double","5","c(0.00694999999999368, 186.90635)"
"638","ps2_noplate_broccoli_g","Portion Size 2: Broccoli: Pre-Weight w/o Bowl","NULL","numeric","double","5","c(238.28, 243.55)"
"639","ps2_plate_broccoli_g","Portion Size 2: Broccoli: Pre-Weight w/ Bowl","NULL","numeric","double","5","c(254.35, 461.26)"
"640","ps2_post_broccoli_g","Portion Size 2: Broccoli: Post-Weight","NULL","numeric","double","5","c(179.28, 438.4)"
"641","ps2_consumed_broccoli_g","Portion Size 2: Broccoli: Amount Consumed - recalcuated difference in R with values < 0 set to 0","NULL","numeric","double","5","c(0, 255.87)"
"642","ps2_consumed_broccoli_kcal","Portion Size 2: ps_meal broccoli: Amount Consumed kcal - calculated in R","NULL","numeric","double","5","c(0, 256.63761)"
"643","ps2_noplate_ketchup_g","Portion Size 2: Ketchup: Pre-Weight of Container","NULL","numeric","double","5","c(43.83, 51.58)"
"644","ps2_plate_ketchup_g","Portion Size 2: Ketchup: Pre-Weight of Ketchup w/ Container","NULL","numeric","double","5","c(46.13, 53.67)"
"645","ps2_post_ketchup_g","Portion Size 2: Ketchup: Post-Weight","NULL","numeric","double","5","c(4.82, 53.58)"
"646","ps2_consumed_ketchup_g","Portion Size 2: Ketchup: Amount Consumed - recalcuated difference in R with values < 0 set to 0","NULL","numeric","double","5","c(0, 45.89)"
"647","ps2_consumed_ketchup_kcal","Portion Size 2: ps_meal ketchup: Amount Consumed kcal - calculated in R","NULL","numeric","double","5","c(0, 53.55363)"
"648","ps2_noplate_water_g","Portion Size 2: Water: Pre-Weight of Container","NULL","numeric","double","5","c(230.17, 295.27)"
"649","ps2_plate_water_g","Portion Size 2: Water: Pre-Weight of Water w/ Container","NULL","numeric","double","5","c(249.74, 320.74)"
"650","ps2_post_water_g","Portion Size 2: Water: Post-Weight","NULL","numeric","double","5","c(45.74, 306.3)"
"651","ps2_consumed_water_g","Portion Size 2: Water: Amount Consumed - recalcuated difference in R with values < 0 set to 0","NULL","numeric","double","5","c(0, 253.31)"
"652","ps2_total_g","Portion Size 2: ps_meal Total: Amount Consumed g - calculated in R. Set to NA if not all foods had available data","NULL","numeric","double","5","c(54.07, 840.71)"
"653","ps2_total_kcal","Portion Size 2: ps_meal Total: Amount Consumed kcal - calculated in R. Set to NA if not all foods had available data","NULL","numeric","double","5","c(52.9790799999999, 1095.78833)"
"654","ps3_date","Portion Size 3: date from participant contacts databases ('verified_visit_dates*.csv) converted to format yyyy-mm-dd in R. If no date in database, uses start_date metadata from qualtrics","NULL","character","character","3","c(""2018-03-01"", ""2022-07-01"")"
"655","ps3_freddy_pre_meal","Portion Size 3: Freddy Score - Pre-Meal","NULL","numeric","double","3","c(0, 150)"
"656","ps3_freddy_post_meal","Portion Size 3: Freddy Score - Post-Meal","NULL","numeric","double","3","c(58, 150)"
"657","ps3_vas_mac_cheese","Portion Size 3: VAS Macaroni and Cheese","NULL","numeric","double","3","c(1, 5)"
"658","ps3_vas_chkn_nug","Portion Size 3: VAS Chicken Nugget","NULL","numeric","double","3","c(1, 5)"
"659","ps3_vas_broccoli","Portion Size 3: VAS Broccoli","NULL","numeric","double","3","c(1, 5)"
"660","ps3_vas_grape","Portion Size 3: VAS Grape","NULL","numeric","double","3","c(1, 5)"
"661","ps3_vas_water","Portion Size 3: VAS Water","NULL","numeric","double","3","c(1, 5)"
"662","ps3_rank_mac_cheese","Portion Size 3: Ranking - Macaroni and cheese","NULL","numeric","double","40","c(1, 4)"
"663","ps3_rank_chkn_nug","Portion Size 3: Ranking - Chicken nugget","NULL","numeric","double","40","c(1, 4)"
"664","ps3_rank_broccoli","Portion Size 3: Ranking - Broccoli","NULL","numeric","double","40","c(1, 4)"
"665","ps3_rank_grape","Portion Size 3: Ranking - Grapes","NULL","numeric","double","40","c(1, 4)"
"666","ps3_meal_start","Portion Size 3: Meal Start Time","NULL","character","character","3","c(""1:08"", ""613"")"
"667","ps3_meal_end","Portion Size 3: Meal End Time","NULL","character","character","3","c(""03:53"", ""835"")"
"668","ps3_meal_dur","Portion Size 3: Meal Duration","NULL","numeric","double","3","c(6, 30)"
"669","ps3_noplate_chkn_nug_g","Portion Size 3: Chicken Nugget: Pre-Weight w/o Plate","NULL","numeric","double","3","c(156.13, 183.14)"
"670","ps3_plate_chkn_nug_g","Portion Size 3: Chicken Nuggets: Pre-Weight w/ Plate","NULL","numeric","double","3","c(325.84, 534.31)"
"671","ps3_post_chkn_nug_g","Portion Size 3: Chicken Nuggets: Post-Weight","NULL","numeric","double","4","c(194.03, 526.14)"
"672","ps3_consumed_chkn_nug_g","Portion Size 3: Chicken Nuggets: Amount Consumed - recalcuated difference in R with values < 0 set to 0","NULL","numeric","double","4","c(0, 182.82)"
"673","ps3_consumed_chkn_nug_kcal","Portion Size 3: ps_meal chkn_nug: Amount Consumed kcal - calculated in R","NULL","numeric","double","4","c(0, 457.05)"
"674","ps3_noplate_mac_cheese_g","Portion Size 3: Mac and Cheese: Pre-Weight w/o Plate","NULL","numeric","double","3","c(431.58, 436.18)"
"675","ps3_plate_mac_cheese_g","Portion Size 3: Mac and Cheese: Pre-Weight w/ Plate","NULL","numeric","double","3","c(738.91, 784.73)"
"676","ps3_post_mac_cheese_g","Portion Size 3: Mac and Cheese: Post-Weight","NULL","numeric","double","3","c(328.57, 780.33)"
"677","ps3_consumed_mac_cheese_g","Portion Size 3: Mac and Cheese: Amount Consumed - recalcuated difference in R with values < 0 set to 0","NULL","numeric","double","3","c(3.66999999999996, 428.87)"
"678","ps3_consumed_mac_cheese_kcal","Portion Size 3: ps_meal mac_cheese: Amount Consumed kcal - calculated in R","NULL","numeric","double","3","c(6.23899999999993, 729.079)"
"679","ps3_noplate_grapes_g","Portion Size 3: Grapes: Pre-Weight w/o Bowl","NULL","numeric","double","3","c(316.2, 338.76)"
"680","ps3_plate_grapes_g","Portion Size 3: Grapes: Pre-Weight w/ Bowl","NULL","numeric","double","3","c(479.4, 517.19)"
"681","ps3_post_grapes_g","Portion Size 3: Grapes: Post-Weight","NULL","numeric","double","3","c(179.32, 586.95)"
"682","ps3_consumed_grapes_g","Portion Size 3: Grapes: Amount Consumed - recalcuated difference in R with values < 0 set to 0","NULL","numeric","double","3","c(0, 332.24)"
"683","ps3_consumed_grapes_kcal","Portion Size 3: ps_meal grapes: Amount Consumed kcal - calculated in R","NULL","numeric","double","3","c(0, 230.9068)"
"684","ps3_noplate_broccoli_g","Portion Size 3: Broccoli: Pre-Weight w/o Bowl","NULL","numeric","double","3","c(163.71, 306.14)"
"685","ps3_plate_broccoli_g","Portion Size 3: Broccoli: Pre-Weight w/ Bowl","NULL","numeric","double","3","c(321.02, 505.32)"
"686","ps3_post_broccoli_g","Portion Size 3: Broccoli: Post-Weight","NULL","numeric","double","3","c(180.79, 502.17)"
"687","ps3_consumed_broccoli_g","Portion Size 3: Broccoli: Amount Consumed - recalcuated difference in R with values < 0 set to 0","NULL","numeric","double","3","c(0, 319.73)"
"688","ps3_consumed_broccoli_kcal","Portion Size 3: ps_meal broccoli: Amount Consumed kcal - calculated in R","NULL","numeric","double","3","c(0, 320.68919)"
"689","ps3_noplate_ketchup_g","Portion Size 3: Ketchup: Pre-Weight of Container","NULL","numeric","double","3","c(38.79, 54.93)"
"690","ps3_plate_ketchup_g","Portion Size 3: Ketchup: Pre-Weight of Ketchup w/ Container","NULL","numeric","double","3","c(42.15, 58.4)"
"691","ps3_post_ketchup_g","Portion Size 3: Ketchup: Post-Weight","NULL","numeric","double","3","c(6.12, 54.81)"
"692","ps3_consumed_ketchup_g","Portion Size 3: Ketchup: Amount Consumed - recalcuated difference in R with values < 0 set to 0","NULL","numeric","double","3","c(0, 46.05)"
"693","ps3_consumed_ketchup_kcal","Portion Size 3: ps_meal ketchup: Amount Consumed kcal - calculated in R","NULL","numeric","double","3","c(0, 53.74035)"
"694","ps3_noplate_water_g","Portion Size 3: Water: Pre-Weight of Container","NULL","numeric","double","3","c(225.18, 298.38)"
"695","ps3_plate_water_g","Portion Size 3: Water: Pre-Weight of Water w/ Container","NULL","numeric","double","3","c(264.97, 337.22)"
"696","ps3_post_water_g","Portion Size 3: Water: Post-Weight","NULL","numeric","double","3","c(46.45, 313.34)"
"697","ps3_consumed_water_g","Portion Size 3: Water: Amount Consumed - recalcuated difference in R with values < 0 set to 0","NULL","numeric","double","3","c(0, 249.25)"
"698","ps3_total_g","Portion Size 3: ps_meal Total: Amount Consumed g - calculated in R. Set to NA if not all foods had available data","NULL","numeric","double","4","c(50.0400000000001, 986.68)"
"699","ps3_total_kcal","Portion Size 3: ps_meal Total: Amount Consumed kcal - calculated in R. Set to NA if not all foods had available data","NULL","numeric","double","4","c(71.8650700000001, 1267.28488)"
"700","ps4_date","Portion Size 4: date from participant contacts databases ('verified_visit_dates*.csv) converted to format yyyy-mm-dd in R. If no date in database, uses start_date metadata from qualtrics","NULL","character","character","1","c(""2018-02-28"", ""2022-07-07"")"
"701","ps4_freddy_pre_meal","Portion Size 4: Freddy Score - Pre-Meal","NULL","numeric","double","1","c(0, 142)"
"702","ps4_freddy_post_meal","Portion Size 4: Freddy Score - Post-Meal","NULL","numeric","double","1","c(1, 150)"
"703","ps4_vas_mac_cheese","Portion Size 4: VAS Macaroni and Cheese","NULL","numeric","double","1","c(1, 5)"
"704","ps4_vas_chkn_nug","Portion Size 4: VAS Chicken Nugget","NULL","numeric","double","1","c(1, 5)"
"705","ps4_vas_broccoli","Portion Size 4: VAS Broccoli","NULL","numeric","double","1","c(1, 5)"
"706","ps4_vas_grape","Portion Size 4: VAS Grape","NULL","numeric","double","1","c(1, 5)"
"707","ps4_vas_water","Portion Size 4: VAS Water","NULL","numeric","double","1","c(1, 5)"
"708","ps4_rank_mac_cheese","Portion Size 4: Ranking - Macaroni and cheese","NULL","numeric","double","39","c(1, 4)"
"709","ps4_rank_chkn_nug","Portion Size 4: Ranking - Chicken nugget","NULL","numeric","double","39","c(1, 4)"
"710","ps4_rank_broccoli","Portion Size 4: Ranking - Broccoli","NULL","numeric","double","39","c(1, 4)"
"711","ps4_rank_grape","Portion Size 4: Ranking - Grapes","NULL","numeric","double","39","c(1, 4)"
"712","ps4_meal_start","Portion Size 4: Meal Start Time","NULL","character","character","1","c(""1:01"", ""6:16"")"
"713","ps4_meal_end","Portion Size 4: Meal End Time","NULL","character","character","1","c(""  5:19"", ""6:41"")"
"714","ps4_meal_dur","Portion Size 4: Meal Duration","NULL","numeric","double","1","c(1, 30)"
"715","ps4_noplate_chkn_nug_g","Portion Size 4: Chicken Nugget: Pre-Weight w/o Plate","NULL","numeric","double","1","c(166.47, 221.19)"
"716","ps4_plate_chkn_nug_g","Portion Size 4: Chicken Nuggets: Pre-Weight w/ Plate","NULL","numeric","double","1","c(356.3, 566.25)"
"717","ps4_post_chkn_nug_g","Portion Size 4: Chicken Nuggets: Post-Weight","NULL","numeric","double","1","c(174.6, 556.96)"
"718","ps4_consumed_chkn_nug_g","Portion Size 4: Chicken Nuggets: Amount Consumed - recalcuated difference in R with values < 0 set to 0","NULL","numeric","double","1","c(0, 212.62)"
"719","ps4_consumed_chkn_nug_kcal","Portion Size 4: ps_meal chkn_nug: Amount Consumed kcal - calculated in R","NULL","numeric","double","1","c(0, 531.55)"
"720","ps4_noplate_mac_cheese_g","Portion Size 4: Mac and Cheese: Pre-Weight w/o Plate","NULL","numeric","double","1","c(511.58, 518.09)"
"721","ps4_plate_mac_cheese_g","Portion Size 4: Mac and Cheese: Pre-Weight w/ Plate","NULL","numeric","double","1","c(831.28, 868.38)"
"722","ps4_post_mac_cheese_g","Portion Size 4: Mac and Cheese: Post-Weight","NULL","numeric","double","2","c(461.65, 859.06)"
"723","ps4_consumed_mac_cheese_g","Portion Size 4: Mac and Cheese: Amount Consumed - recalcuated difference in R with values < 0 set to 0","NULL","numeric","double","2","c(0, 393.43)"
"724","ps4_consumed_mac_cheese_kcal","Portion Size 4: ps_meal mac_cheese: Amount Consumed kcal - calculated in R","NULL","numeric","double","2","c(0, 668.831)"
"725","ps4_noplate_grapes_g","Portion Size 4: Grapes: Pre-Weight w/o Bowl","NULL","numeric","double","1","c(382.84, 402.97)"
"726","ps4_plate_grapes_g","Portion Size 4: Grapes: Pre-Weight w/ Bowl","NULL","numeric","double","1","c(547.07, 585.45)"
"727","ps4_post_grapes_g","Portion Size 4: Grapes: Post-Weight","NULL","numeric","double","1","c(191, 579.57)"
"728","ps4_consumed_grapes_g","Portion Size 4: Grapes: Amount Consumed - recalcuated difference in R with values < 0 set to 0","NULL","numeric","double","1","c(0, 388.34)"
"729","ps4_consumed_grapes_kcal","Portion Size 4: ps_meal grapes: Amount Consumed kcal - calculated in R","NULL","numeric","double","1","c(0, 269.8963)"
"730","ps4_noplate_broccoli_g","Portion Size 4: Broccoli: Pre-Weight w/o Bowl","NULL","numeric","double","1","c(327.8, 398.78)"
"731","ps4_plate_broccoli_g","Portion Size 4: Broccoli: Pre-Weight w/ Bowl","NULL","numeric","double","1","c(522.09, 627.61)"
"732","ps4_post_broccoli_g","Portion Size 4: Broccoli: Post-Weight","NULL","numeric","double","1","c(183.65, 618.15)"
"733","ps4_consumed_broccoli_g","Portion Size 4: Broccoli: Amount Consumed - recalcuated difference in R with values < 0 set to 0","NULL","numeric","double","1","c(0, 381.96)"
"734","ps4_consumed_broccoli_kcal","Portion Size 4: ps_meal broccoli: Amount Consumed kcal - calculated in R","NULL","numeric","double","1","c(0, 383.10588)"
"735","ps4_noplate_ketchup_g","Portion Size 4: Ketchup: Pre-Weight of Container","NULL","numeric","double","1","c(39.23, 50.9)"
"736","ps4_plate_ketchup_g","Portion Size 4: Ketchup: Pre-Weight of Ketchup w/ Container","NULL","numeric","double","1","c(42.77, 54.54)"
